Source;Target
GERMANY;Diagnostico e Protecao Fitossanitaria
BRAZIL;Assistencia Virtual e Educacao
CHINA;Diagnostico e Protecao Fitossanitaria
INDIA;Robotica e Mecanizacao
USA;Diagnostico e Protecao Fitossanitaria
CHINA;Mercado Risco e Previsao
BRAZIL;Mercado Risco e Previsao
RICA;Diagnostico e Protecao Fitossanitaria
USA;Governanca, Gestao e Impacto Social
CHINA;Diagnostico e Protecao Fitossanitaria
GREECE;Visao Computacional e Fenotipagem
CHINA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
AFRICA;Diagnostico e Protecao Fitossanitaria
BRAZIL;Robotica e Mecanizacao
COLOMBIA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
FRANCE;Robotica e Mecanizacao
ENGLAND;Mercado Risco e Previsao
TURKIYE;Diagnostico e Protecao Fitossanitaria
CHINA;Assistencia Virtual e Educacao
CHINA;Robotica e Mecanizacao
GREECE;Assistencia Virtual e Educacao
SPAIN;Mercado Risco e Previsao
INDIA;Diagnostico e Protecao Fitossanitaria
GERMANY;Diagnostico e Protecao Fitossanitaria
AUSTRALIA;Assistencia Virtual e Educacao
KENYA;Diagnostico e Protecao Fitossanitaria
INDIA;Assistencia Virtual e Educacao
CHINA;Cadeia Produtiva e Qualidade
INDIA;Robotica e Mecanizacao
CANADA;Robotica e Mecanizacao
INDIA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
CHINA;Robotica e Mecanizacao
ROMANIA;Robotica e Mecanizacao
INDIA;Assistencia Virtual e Educacao
ITALY;Diagnostico e Protecao Fitossanitaria
MOROCCO;Cadeia Produtiva e Qualidade
INDIA;Assistencia Virtual e Educacao
ENGLAND;Mercado Risco e Previsao
CHINA;Assistencia Virtual e Educacao
PAKISTAN;Robotica e Mecanizacao
CHINA;IoT e Sensores
NIGERIA;Diagnostico e Protecao Fitossanitaria
EMIRATES;Assistencia Virtual e Educacao
SPAIN;Diagnostico e Protecao Fitossanitaria
COLOMBIA;Assistencia Virtual e Educacao
REPUBLIC;IA: Arquiteturas e Metodos
CHINA;Visao Computacional e Fenotipagem
KOREA;Assistencia Virtual e Educacao
TAIWAN;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
PANAMA;Assistencia Virtual e Educacao
PORTUGAL;Assistencia Virtual e Educacao
AUSTRIA;Diagnostico e Protecao Fitossanitaria
CHINA;Assistencia Virtual e Educacao
ARABIA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
PERU;Mercado Risco e Previsao
CHINA;Recursos Hidricos
USA;Governanca, Gestao e Impacto Social
NETHERLANDS;Mercado Risco e Previsao
CHINA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
JORDAN;Assistencia Virtual e Educacao
ROMANIA;Cadeia Produtiva e Qualidade
LANKA;Assistencia Virtual e Educacao
ECUADOR;Assistencia Virtual e Educacao
INDIA;Diagnostico e Protecao Fitossanitaria
INDIA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
IRAN;Assistencia Virtual e Educacao
MALAYSIA;Visao Computacional e Fenotipagem
USA;Assistencia Virtual e Educacao
CHINA;Cadeia Produtiva e Qualidade
SALVADOR;Assistencia Virtual e Educacao
PORTUGAL;Diagnostico e Protecao Fitossanitaria
USA;Assistencia Virtual e Educacao
CANADA;Mercado Risco e Previsao
SPAIN;Ruido
ITALY;Assistencia Virtual e Educacao
SPAIN;Diagnostico e Protecao Fitossanitaria
INDIA;Assistencia Virtual e Educacao
CHINA;Visao Computacional e Fenotipagem
TAIWAN;Assistencia Virtual e Educacao
CHINA;Robotica e Mecanizacao
USA;Visao Computacional e Fenotipagem
MALAYSIA;Visao Computacional e Fenotipagem
USA;Robotica e Mecanizacao
USA;Mercado Risco e Previsao
RUSSIA;Mercado Risco e Previsao
PHILIPPINES;Robotica e Mecanizacao
ITALY;Diagnostico e Protecao Fitossanitaria
ITALY;Cadeia Produtiva e Qualidade
Nao Informado;Diagnostico e Protecao Fitossanitaria
IRAQ;Robotica e Mecanizacao
BRAZIL;Visao Computacional e Fenotipagem
SPAIN;Assistencia Virtual e Educacao
COLOMBIA;Assistencia Virtual e Educacao
ITALY;Cadeia Produtiva e Qualidade
CHINA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
BANGLADESH;Assistencia Virtual e Educacao
ENGLAND;Robotica e Mecanizacao
USA;Visao Computacional e Fenotipagem
ARABIA;Assistencia Virtual e Educacao
MALAYSIA;Cadeia Produtiva e Qualidade
ITALY;Mercado Risco e Previsao
KOREA;Mercado Risco e Previsao
EMIRATES;Assistencia Virtual e Educacao
ITALY;Mercado Risco e Previsao
CHINA;Assistencia Virtual e Educacao
CHINA;Visao Computacional e Fenotipagem
PAKISTAN;Assistencia Virtual e Educacao
RUSSIA;Robotica e Mecanizacao
CHILE;Assistencia Virtual e Educacao
INDIA;Clima, Solo e Meio Ambiente
HUNGARY;Cadeia Produtiva e Qualidade
USA;Clima, Solo e Meio Ambiente
USA;Assistencia Virtual e Educacao
ENGLAND;Cadeia Produtiva e Qualidade
ITALY;Cadeia Produtiva e Qualidade
CANADA;Robotica e Mecanizacao
USA;Assistencia Virtual e Educacao
JORDAN;Assistencia Virtual e Educacao
ITALY;Assistencia Virtual e Educacao
CHINA;Visao Computacional e Fenotipagem
INDIA;Clima, Solo e Meio Ambiente
CHINA;Clima, Solo e Meio Ambiente
POLAND;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
GERMANY;Diagnostico e Protecao Fitossanitaria
USA;Assistencia Virtual e Educacao
CANADA;Robotica e Mecanizacao
KOREA;Cadeia Produtiva e Qualidade
CHINA;Mercado Risco e Previsao
INDIA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
CHINA;Cadeia Produtiva e Qualidade
INDIA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
INDIA;Diagnostico e Protecao Fitossanitaria
INDIA;Assistencia Virtual e Educacao
TAIWAN;Assistencia Virtual e Educacao
ETHIOPIA;Diagnostico e Protecao Fitossanitaria
KENYA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
INDONESIA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
INDIA;Diagnostico e Protecao Fitossanitaria
AUSTRALIA;Assistencia Virtual e Educacao
RUSSIA;Robotica e Mecanizacao
INDIA;Assistencia Virtual e Educacao
KOREA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
LITHUANIA;Cadeia Produtiva e Qualidade
CANADA;Robotica e Mecanizacao
GREECE;Robotica e Mecanizacao
POLAND;Assistencia Virtual e Educacao
MEXICO;Assistencia Virtual e Educacao
CHINA;IA: Arquiteturas e Metodos
CANADA;Robotica e Mecanizacao
INDIA;Assistencia Virtual e Educacao
KOREA;Visao Computacional e Fenotipagem
ENGLAND;Assistencia Virtual e Educacao
BULGARIA;Visao Computacional e Fenotipagem
IRAQ;Assistencia Virtual e Educacao
GREECE;Visao Computacional e Fenotipagem
CHINA;Assistencia Virtual e Educacao
MALAYSIA;Assistencia Virtual e Educacao
TURKIYE;Mercado Risco e Previsao
CHINA;Diagnostico e Protecao Fitossanitaria
ARABIA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
MALAYSIA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
INDIA;Cadeia Produtiva e Qualidade
CONGO;Assistencia Virtual e Educacao
EMIRATES;Visao Computacional e Fenotipagem
ITALY;Robotica e Mecanizacao
INDIA;Cadeia Produtiva e Qualidade
INDIA;Assistencia Virtual e Educacao
ROMANIA;Diagnostico e Protecao Fitossanitaria
KAZAKHSTAN;Robotica e Mecanizacao
CHINA;Diagnostico e Protecao Fitossanitaria
CHINA;Mercado Risco e Previsao
CHINA;Assistencia Virtual e Educacao
CHINA;Cadeia Produtiva e Qualidade
MALAYSIA;Assistencia Virtual e Educacao
GREECE;Diagnostico e Protecao Fitossanitaria
NIGERIA;Assistencia Virtual e Educacao
BRAZIL;Diagnostico e Protecao Fitossanitaria
CHINA;Clima, Solo e Meio Ambiente
INDIA;Robotica e Mecanizacao
CHINA;Cadeia Produtiva e Qualidade
CHINA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
BRAZIL;Assistencia Virtual e Educacao
PHILIPPINES;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
INDIA;Cadeia Produtiva e Qualidade
INDIA;Assistencia Virtual e Educacao
BRAZIL;Robotica e Mecanizacao
COLOMBIA;Assistencia Virtual e Educacao
CHINA;Mercado Risco e Previsao
USA;Assistencia Virtual e Educacao
ENGLAND;Robotica e Mecanizacao
INDIA;Assistencia Virtual e Educacao
AFRICA;Diagnostico e Protecao Fitossanitaria
HUNGARY;Robotica e Mecanizacao
AUSTRALIA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
IRAN;Assistencia Virtual e Educacao
SPAIN;Robotica e Mecanizacao
INDIA;Visao Computacional e Fenotipagem
USA;Diagnostico e Protecao Fitossanitaria
CHINA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
AFRICA;Diagnostico e Protecao Fitossanitaria
MEXICO;Diagnostico e Protecao Fitossanitaria
SLOVAKIA;Mercado Risco e Previsao
INDIA;Assistencia Virtual e Educacao
ENGLAND;Mercado Risco e Previsao
SENEGAL;Cadeia Produtiva e Qualidade
INDIA;Diagnostico e Protecao Fitossanitaria
CHINA;Assistencia Virtual e Educacao
INDIA;Cadeia Produtiva e Qualidade
CANADA;Diagnostico e Protecao Fitossanitaria
JAPAN;Assistencia Virtual e Educacao
EMIRATES;Assistencia Virtual e Educacao
CHINA;Cadeia Produtiva e Qualidade
INDIA;Diagnostico e Protecao Fitossanitaria
PHILIPPINES;Robotica e Mecanizacao
ITALY;Governanca, Gestao e Impacto Social
CHINA;Cadeia Produtiva e Qualidade
NETHERLANDS;Assistencia Virtual e Educacao
CHINA;Mercado Risco e Previsao
MEXICO;Assistencia Virtual e Educacao
CHINA;Robotica e Mecanizacao
INDIA;Assistencia Virtual e Educacao
USA;Robotica e Mecanizacao
RUSSIA;Mercado Risco e Previsao
BRAZIL;Diagnostico e Protecao Fitossanitaria
ROMANIA;Governanca, Gestao e Impacto Social
AUSTRALIA;Assistencia Virtual e Educacao
RUSSIA;Assistencia Virtual e Educacao
EMIRATES;Assistencia Virtual e Educacao
Nao Informado;Ruido
INDIA;Assistencia Virtual e Educacao
KOREA;Governanca, Gestao e Impacto Social
NETHERLANDS;Governanca, Gestao e Impacto Social
ROMANIA;Diagnostico e Protecao Fitossanitaria
ROMANIA;Mercado Risco e Previsao
ROMANIA;Visao Computacional e Fenotipagem
JAPAN;Assistencia Virtual e Educacao
ITALY;IA: Arquiteturas e Metodos
GREECE;Robotica e Mecanizacao
MALAYSIA;Assistencia Virtual e Educacao
MALAYSIA;Assistencia Virtual e Educacao
CHINA;Robotica e Mecanizacao
KUWAIT;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
GREECE;Assistencia Virtual e Educacao
USA;Robotica e Mecanizacao
BRAZIL;Visao Computacional e Fenotipagem
CHINA;Mercado Risco e Previsao
CHINA;Mercado Risco e Previsao
KOREA;Assistencia Virtual e Educacao
UKRAINE;Assistencia Virtual e Educacao
MOROCCO;Assistencia Virtual e Educacao
CHINA;Governanca, Gestao e Impacto Social
NETHERLANDS;Assistencia Virtual e Educacao
FRANCE;Assistencia Virtual e Educacao
USA;Clima, Solo e Meio Ambiente
CHINA;IA: Arquiteturas e Metodos
INDIA;Robotica e Mecanizacao
GERMANY;IA: Arquiteturas e Metodos
INDIA;Clima, Solo e Meio Ambiente
TUNISIA;Assistencia Virtual e Educacao
ITALY;Robotica e Mecanizacao
INDIA;Assistencia Virtual e Educacao
CHINA;Visao Computacional e Fenotipagem
Nao Informado;Ruido
CANADA;Cadeia Produtiva e Qualidade
IRAN;Governanca, Gestao e Impacto Social
PERU;Diagnostico e Protecao Fitossanitaria
USA;Assistencia Virtual e Educacao
USA;Diagnostico e Protecao Fitossanitaria
FRANCE;Clima, Solo e Meio Ambiente
MAURITANIA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
CROATIA;Assistencia Virtual e Educacao
ITALY;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
ROMANIA;Visao Computacional e Fenotipagem
BRAZIL;Mercado Risco e Previsao
CHINA;Visao Computacional e Fenotipagem
CHINA;Robotica e Mecanizacao
MALAYSIA;Assistencia Virtual e Educacao
EMIRATES;Diagnostico e Protecao Fitossanitaria
CHINA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
INDIA;Robotica e Mecanizacao
HUNGARY;Assistencia Virtual e Educacao
MEXICO;Assistencia Virtual e Educacao
CANADA;Assistencia Virtual e Educacao
IRAN;IA: Arquiteturas e Metodos
INDIA;Assistencia Virtual e Educacao
AFRICA;Cadeia Produtiva e Qualidade
CHINA;Assistencia Virtual e Educacao
COLOMBIA;Cadeia Produtiva e Qualidade
Nao Informado;Governanca, Gestao e Impacto Social
IRELAND;Assistencia Virtual e Educacao
INDIA;Cadeia Produtiva e Qualidade
ZEALAND;Visao Computacional e Fenotipagem
INDIA;Diagnostico e Protecao Fitossanitaria
INDIA;IoT e Sensores
HUNGARY;Assistencia Virtual e Educacao
TAIWAN;Assistencia Virtual e Educacao
CHINA;Clima, Solo e Meio Ambiente
CANADA;Assistencia Virtual e Educacao
ITALY;Assistencia Virtual e Educacao
ARABIA;Assistencia Virtual e Educacao
QATAR;Diagnostico e Protecao Fitossanitaria
USA;Governanca, Gestao e Impacto Social
CHINA;Diagnostico e Protecao Fitossanitaria
ENGLAND;Governanca, Gestao e Impacto Social
Nao Informado;Governanca, Gestao e Impacto Social
ENGLAND;Robotica e Mecanizacao
CHINA;Cadeia Produtiva e Qualidade
INDIA;Cadeia Produtiva e Qualidade
USA;Assistencia Virtual e Educacao
USA;Governanca, Gestao e Impacto Social
ALGERIA;Visao Computacional e Fenotipagem
KENYA;Diagnostico e Protecao Fitossanitaria
INDIA;Assistencia Virtual e Educacao
CHINA;Robotica e Mecanizacao
UKRAINE;Assistencia Virtual e Educacao
SPAIN;Recursos Hidricos
KOREA;Assistencia Virtual e Educacao
NORWAY;Assistencia Virtual e Educacao
COLOMBIA;Mercado Risco e Previsao
CHINA;Cadeia Produtiva e Qualidade
TAIWAN;Assistencia Virtual e Educacao
CHINA;Robotica e Mecanizacao
JAPAN;Ruido
PERU;Assistencia Virtual e Educacao
BRAZIL;Visao Computacional e Fenotipagem
BRAZIL;Assistencia Virtual e Educacao
PANAMA;Visao Computacional e Fenotipagem
EGYPT;Recursos Hidricos
PORTUGAL;Assistencia Virtual e Educacao
ITALY;Visao Computacional e Fenotipagem
PAKISTAN;Assistencia Virtual e Educacao
CHINA;IA: Arquiteturas e Metodos
ROMANIA;Robotica e Mecanizacao
TUNISIA;Assistencia Virtual e Educacao
MALAYSIA;Assistencia Virtual e Educacao
COLOMBIA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
CHINA;Diagnostico e Protecao Fitossanitaria
CHINA;Diagnostico e Protecao Fitossanitaria
FINLAND;Assistencia Virtual e Educacao
CANADA;Cadeia Produtiva e Qualidade
FRANCE;Assistencia Virtual e Educacao
INDIA;Diagnostico e Protecao Fitossanitaria
IRAN;Assistencia Virtual e Educacao
SWEDEN;Cadeia Produtiva e Qualidade
KOREA;Assistencia Virtual e Educacao
ROMANIA;Assistencia Virtual e Educacao
NIGERIA;Assistencia Virtual e Educacao
CHINA;Visao Computacional e Fenotipagem
KOREA;Assistencia Virtual e Educacao
BRAZIL;Assistencia Virtual e Educacao
MEXICO;Visao Computacional e Fenotipagem
CHINA;Cadeia Produtiva e Qualidade
INDIA;Assistencia Virtual e Educacao
MOROCCO;Assistencia Virtual e Educacao
ITALY;Robotica e Mecanizacao
THAILAND;Assistencia Virtual e Educacao
CHINA;Diagnostico e Protecao Fitossanitaria
CHINA;Cadeia Produtiva e Qualidade
USA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
FRANCE;Assistencia Virtual e Educacao
JAPAN;Assistencia Virtual e Educacao
INDIA;Cadeia Produtiva e Qualidade
CHINA;Assistencia Virtual e Educacao
CHINA;IA: Arquiteturas e Metodos
GREECE;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
THAILAND;Visao Computacional e Fenotipagem
GREECE;Assistencia Virtual e Educacao
GHANA;Cadeia Produtiva e Qualidade
ETHIOPIA;Visao Computacional e Fenotipagem
GREECE;Assistencia Virtual e Educacao
SWITZERLAND;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
ENGLAND;Robotica e Mecanizacao
TANZANIA;Assistencia Virtual e Educacao
ITALY;Governanca, Gestao e Impacto Social
AFRICA;Assistencia Virtual e Educacao
TURKIYE;Clima, Solo e Meio Ambiente
BRAZIL;Assistencia Virtual e Educacao
KOREA;Diagnostico e Protecao Fitossanitaria
EGYPT;Assistencia Virtual e Educacao
CHINA;Diagnostico e Protecao Fitossanitaria
INDIA;Diagnostico e Protecao Fitossanitaria
USA;Assistencia Virtual e Educacao
CHINA;Diagnostico e Protecao Fitossanitaria
REPUBLIC;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
MEXICO;Diagnostico e Protecao Fitossanitaria
ETHIOPIA;Assistencia Virtual e Educacao
INDIA;Diagnostico e Protecao Fitossanitaria
SPAIN;Assistencia Virtual e Educacao
CHINA;Diagnostico e Protecao Fitossanitaria
INDIA;Assistencia Virtual e Educacao
CANADA;Robotica e Mecanizacao
CHINA;Visao Computacional e Fenotipagem
INDIA;Diagnostico e Protecao Fitossanitaria
BRAZIL;Cadeia Produtiva e Qualidade
CHINA;Diagnostico e Protecao Fitossanitaria
RWANDA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
PERU;Assistencia Virtual e Educacao
CHINA;Clima, Solo e Meio Ambiente
POLAND;Diagnostico e Protecao Fitossanitaria
EGYPT;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
CHINA;IA: Arquiteturas e Metodos
CHINA;Robotica e Mecanizacao
SPAIN;Assistencia Virtual e Educacao
EGYPT;Assistencia Virtual e Educacao
COLOMBIA;Assistencia Virtual e Educacao
ISRAEL;Visao Computacional e Fenotipagem
USA;Governanca, Gestao e Impacto Social
TAIWAN;Assistencia Virtual e Educacao
SCOTLAND;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
NETHERLANDS;Mercado Risco e Previsao
INDIA;Mercado Risco e Previsao
USA;Diagnostico e Protecao Fitossanitaria
GREECE;Assistencia Virtual e Educacao
CHINA;Cadeia Produtiva e Qualidade
AFRICA;Mercado Risco e Previsao
INDIA;Cadeia Produtiva e Qualidade
COLOMBIA;Governanca, Gestao e Impacto Social
GERMANY;Cadeia Produtiva e Qualidade
CHINA;Assistencia Virtual e Educacao
SPAIN;Assistencia Virtual e Educacao
SLOVAKIA;Mercado Risco e Previsao
INDIA;Robotica e Mecanizacao
AFRICA;Robotica e Mecanizacao
GERMANY;IA: Arquiteturas e Metodos
POLAND;Assistencia Virtual e Educacao
SERBIA;Robotica e Mecanizacao
ZEALAND;Robotica e Mecanizacao
ENGLAND;Robotica e Mecanizacao
COLOMBIA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
SINGAPORE;Assistencia Virtual e Educacao
BRAZIL;Cadeia Produtiva e Qualidade
IRAN;Assistencia Virtual e Educacao
PORTUGAL;IA: Arquiteturas e Metodos
PAKISTAN;Diagnostico e Protecao Fitossanitaria
AUSTRIA;Diagnostico e Protecao Fitossanitaria
INDIA;Visao Computacional e Fenotipagem
CHINA;Assistencia Virtual e Educacao
MEXICO;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
CROATIA;Mercado Risco e Previsao
GERMANY;Clima, Solo e Meio Ambiente
USA;Governanca, Gestao e Impacto Social
GREECE;Mercado Risco e Previsao
USA;Assistencia Virtual e Educacao
INDIA;Robotica e Mecanizacao
ECUADOR;Assistencia Virtual e Educacao
GERMANY;Visao Computacional e Fenotipagem
QATAR;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
ITALY;Visao Computacional e Fenotipagem
CHINA;Assistencia Virtual e Educacao
EGYPT;Assistencia Virtual e Educacao
RUSSIA;Robotica e Mecanizacao
INDIA;Mercado Risco e Previsao
ROMANIA;Clima, Solo e Meio Ambiente
UKRAINE;Robotica e Mecanizacao
INDIA;Diagnostico e Protecao Fitossanitaria
ROMANIA;Assistencia Virtual e Educacao
INDIA;Visao Computacional e Fenotipagem
SWEDEN;Robotica e Mecanizacao
CHINA;Assistencia Virtual e Educacao
USA;Mercado Risco e Previsao
ITALY;Diagnostico e Protecao Fitossanitaria
INDIA;Diagnostico e Protecao Fitossanitaria
INDIA;Cadeia Produtiva e Qualidade
GERMANY;Diagnostico e Protecao Fitossanitaria
AUSTRIA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
GERMANY;Assistencia Virtual e Educacao
AUSTRALIA;Assistencia Virtual e Educacao
ROMANIA;Assistencia Virtual e Educacao
KOREA;Robotica e Mecanizacao
AUSTRALIA;Robotica e Mecanizacao
AFRICA;Assistencia Virtual e Educacao
INDIA;Mercado Risco e Previsao
EGYPT;Mercado Risco e Previsao
INDIA;Assistencia Virtual e Educacao
KOREA;Diagnostico e Protecao Fitossanitaria
INDIA;Diagnostico e Protecao Fitossanitaria
USA;Assistencia Virtual e Educacao
TURKIYE;Clima, Solo e Meio Ambiente
INDIA;Assistencia Virtual e Educacao
ROMANIA;Robotica e Mecanizacao
INDIA;Assistencia Virtual e Educacao
ARABIA;Assistencia Virtual e Educacao
CHINA;Diagnostico e Protecao Fitossanitaria
COLOMBIA;Assistencia Virtual e Educacao
CHINA;Governanca, Gestao e Impacto Social
TURKIYE;IA: Arquiteturas e Metodos
MALAYSIA;Diagnostico e Protecao Fitossanitaria
USA;Mercado Risco e Previsao
MOROCCO;Assistencia Virtual e Educacao
CHINA;Clima, Solo e Meio Ambiente
SWEDEN;Mercado Risco e Previsao
USA;Assistencia Virtual e Educacao
MALAYSIA;Cadeia Produtiva e Qualidade
ITALY;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
GREECE;Assistencia Virtual e Educacao
INDIA;Clima, Solo e Meio Ambiente
INDIA;Cadeia Produtiva e Qualidade
CHINA;Mercado Risco e Previsao
SPAIN;Robotica e Mecanizacao
INDIA;Diagnostico e Protecao Fitossanitaria
